"Id","Value","AdminConsentDisplayName","AdminConsentDescription"
"0c219d04-3abf-47f7-912d-5cca239e90e6","TeamsTab.ReadWriteSelfForChat","Allow the Teams app to manage only its own tabs in chats","Allows a Teams app to read, install, upgrade, and uninstall its own tabs in chats the signed-in user can access."
"f266662f-120a-4314-b26a-99b08617c7ef","TeamsTab.ReadWriteSelfForTeam","Allow the Teams app to manage only its own tabs in teams","Allows a Teams app to read, install, upgrade, and uninstall its own tabs to teams the signed-in user can access."
"395dfec1-a0b9-465f-a783-8250a430cb8c","TeamsTab.ReadWriteSelfForUser","Allow the Teams app to manage only its own tabs for a user","Allows a Teams app to read, install, upgrade, and uninstall its own tabs for the signed-in user."
"1bc6eab1-058d-4557-b011-d4c41cec88b7","TeamsTelephoneNumber.Read.All","Read Tenant-Acquired Telephone Number Details","Allows the app to read your tenant's acquired telephone number details on behalf of the signed-in admin user. Acquired telephone numbers may include attributes related to assigned object, emergency location, network site, etc."
"424b07a8-1209-4d17-9fe4-9018a93a1024","TeamsTelephoneNumber.ReadWrite.All","Read and Modify Tenant-Acquired Telephone Number Details","Allows the app to read and modify your tenant's acquired telephone number details on behalf of the signed-in admin user. Acquired telephone numbers may include attributes related to assigned object, emergency location, network site, etc."
"5c469ce4-dab5-4afd-b9de-14f1ba4004a7","TeamsUserConfiguration.Read.All","Read Teams user configurations","Allows the app to read your tenant's user configurations on behalf of the signed-in admin user. User configuration may include attributes related to user, such as telephone number, assigned policies, etc."
"cd87405c-5792-4f15-92f7-debc0db6d1d6","TeamTemplates.Read","Read available Teams templates","Allows the app to read the available Teams templates, on behalf of the signed-in user."
"594f4bb6-c083-4cf9-8aa8-213823bdf351","Teamwork.Read.All","Read organizational teamwork settings","Allows the app to read the teamwork settings of the organization, on behalf of the signed-in user."
"44e060c4-bbdc-4256-a0b9-dcc0396db368","TeamworkAppSettings.Read.All","Read Teams app settings","Allows the app to read the Teams app settings on behalf of the signed-in user."
"87c556f0-2bd9-4eed-bd74-5dd8af6eaf7e","TeamworkAppSettings.ReadWrite.All","Read and write Teams app settings","Allows the app to read and write the Teams app settings on behalf of the signed-in user."
"b659488b-9d28-4208-b2be-1c6652b3c970","TeamworkDevice.Read.All","Read Teams devices","Allow the app to read the management data for Teams devices on behalf of the signed-in user."
"ddd97ecb-5c31-43db-a235-0ee20e635c40","TeamworkDevice.ReadWrite.All","Read and write Teams devices","Allow the app to read and write the management data for Teams devices on behalf of the signed-in user."
"57587d0b-8399-45be-b207-8050cec54575","TeamworkTag.Read","Read tags in Teams","Allows the app to read tags in Teams, on behalf of the signed-in user."
"539dabd7-b5b6-4117-b164-d60cd15a8671","TeamworkTag.ReadWrite","Read and write tags in Teams","Allows the app to read and write tags in Teams, on behalf of the signed-in user."
"b4d26916-07e0-4daf-9096-9f6d9174aa96","TeamworkUserInteraction.Read.All","Read all of the possible Teams interactions between the user and other users","Allows the app to read all of the possible Teams interactions between the signed-in user and other users"
"297f747b-0005-475b-8fef-c890f5152b38","TermStore.Read.All","Read term store data","Allows the app to read the term store data that the signed-in user has access to. This includes all sets, groups and terms in the term store."
"6c37c71d-f50f-4bff-8fd3-8a41da390140","TermStore.ReadWrite.All","Read and write term store data","Allows the app to read or modify data that the signed-in user has access to. This includes all sets, groups and terms in the term store."
"cac97e40-6730-457d-ad8d-4852fddab7ad","ThreatAssessment.ReadWrite.All","Read and write threat assessment requests","Allows an app to read your organization's threat assessment requests on behalf of the signed-in user. Also allows the app to create new requests to assess threats received by your organization on behalf of the signed-in user."
"b152eca8-ea73-4a48-8c98-1a6742673d99","ThreatHunting.Read.All","Run hunting queries","Allows the app to run hunting queries, on behalf of the signed-in user."
"9cc427b4-2004-41c5-aa22-757b755e9796","ThreatIndicators.Read.All","Read all threat indicators","Allows the app to read all the indicators for your organization, on behalf of the signed-in user."
"91e7d36d-022a-490f-a748-f8e011357b42","ThreatIndicators.ReadWrite.OwnedBy","Manage threat indicators this app creates or owns","Allows the app to create threat indicators, and fully manage those threat indicators (read, update and delete), on behalf of the signed-in user.  It cannot update any threat indicators it does not own."
"f266d9c0-ccb9-4fb8-a228-01ac0d8d6627","ThreatIntelligence.Read.All","Read all threat intelligence information","Allows the app to read threat intelligence information, such as indicators, observations, and articles, on behalf of the signed-in user."
"fd5353c6-26dd-449f-a565-c4e16b9fce78","ThreatSubmission.Read","Read threat submissions","Allows the app to read the threat submissions and threat submission policies owned by the signed-in user."
"7083913a-4966-44b6-9886-c5822a5fd910","ThreatSubmission.Read.All","Read all threat submissions","Allows the app to read your organization's threat submissions and threat submission policies on behalf of the signed-in user."
"68a3156e-46c9-443c-b85c-921397f082b5","ThreatSubmission.ReadWrite","Read and write threat submissions","Allows the app to read the threat submissions and threat submission policies owned by the signed-in user. Also allows the app to create new threat submissions on behalf of the signed-in user."
"8458e264-4eb9-4922-abe9-768d58f13c7f","ThreatSubmission.ReadWrite.All","Read and write all threat submissions","Allows the app to read your organization's threat submissions and threat submission policies on behalf of the signed-in user. Also allows the app to create new threat submissions on behalf of the signed-in user."
"059e5840-5353-4c68-b1da-666a033fc5e8","ThreatSubmissionPolicy.ReadWrite.All","Read and write all threat submission policies","Allows the app to read your organization's threat submission policies on behalf of the signed-in user. Also allows the app to create new threat submission policies on behalf of the signed-in user."
"79c4c76f-409a-4f98-884d-e2c09291ec26","Topic.Read.All","Read topic items","Allows the app to read topics data on behalf of the signed-in user."
"7ad34336-f5b1-44ce-8682-31d7dfcd9ab9","TrustFrameworkKeySet.Read.All","Read trust framework key sets","Allows the app to read trust framework key set properties on behalf of the signed-in user."
"39244520-1e7d-4b4a-aee0-57c65826e427","TrustFrameworkKeySet.ReadWrite.All","Read and write trust framework key sets","Allows the app to read and write trust framework key set properties on behalf of the signed-in user."
"73e75199-7c3e-41bb-9357-167164dbb415","UnifiedGroupMember.Read.AsGuest","Read unified group memberships as guest","Allows the app to read basic unified group properties, memberships and owners of the group the signed-in guest is a member of."
"550e695c-7511-40f4-ac79-e8fb9c82552d","User-ConvertToInternal.ReadWrite.All","Convert an external user to internal memeber user","Allow the app to convert an external user to an internal member user, on behalf of signed-in user."
"ed8d2a04-0374-41f1-aefe-da8ac87ccc87","User-LifeCycleInfo.Read.All","Read all users' lifecycle information","Allows the app to read the lifecycle information like employeeLeaveDateTime of users in your organization, on behalf of the signed-in user."
"7ee7473e-bd4b-4c9f-987c-bd58481f5fa2","User-LifeCycleInfo.ReadWrite.All","Read and write all users' lifecycle information","Allows the app to read and write the lifecycle information like employeeLeaveDateTime of users in your organization, on behalf of the signed-in user."
"6166886a-9576-433b-8544-658177bdef1d","User-Mail.ReadWrite.All","Read and write secondary mail addresses for users","Allows the app to read and write secondary mail addresses for all users, on behalf of the signed-in user."
"7ff9afdd-0cdb-439d-a61c-fea3e9339e89","User-OnPremisesSyncBehavior.ReadWrite.All","Read and update the on-premises sync behavior of users","Allows the app to read and update the on-premises sync behavior of users on behalf of the signed-in user."
"56760768-b641-451f-8906-e1b8ab31bca7","User-PasswordProfile.ReadWrite.All","Read and write password profiles and reset user passwords","Allows the app to read and write password profiles and reset passwords for all users, on behalf of the signed-in user."
"e29d5979-5b06-4a7f-ae24-6a9348d2e1ff","User-Phone.ReadWrite.All","Read and write user mobile phone and business phones","Allows the app to read and write the mobile phone and business phones for all users, on behalf of the signed-in user."
"4bb440cd-2cf2-4f90-8004-aa2acd2537c5","User.DeleteRestore.All","Delete and restore users","Allows the app to delete and restore all users, on behalf of the signed-in user."
"f92e74e7-2563-467f-9dd0-902688cb5863","User.EnableDisableAccount.All","Enable and disable user accounts","Allows the app to enable and disable users' accounts, on behalf of the signed-in user."
"405a51b5-8d8d-430b-9842-8be4b0e9f324","User.Export.All","Export user's data","Allows the app to export data (e.g. customer content or system-generated logs), associated with any user in your company, when the app is used by a privileged user (e.g. a Company Administrator)."
"63dd7cd9-b489-4adf-a28c-ac38b9a0f962","User.Invite.All","Invite guest users to the organization","Allows the app to invite guest users to the organization, on behalf of the signed-in user."
"637d7bec-b31e-4deb-acc9-24275642a2c9","User.ManageIdentities.All","Manage  user identities","Allows the app to read, update and delete identities that are associated with a user's account that the signed-in user has access to. This controls the identities users can sign-in with."
"e1fe6dd8-ba31-4d61-89e7-88639da4683d","User.Read","Sign in and read user profile","Allows users to sign-in to the app, and allows the app to read the profile of signed-in users. It also allows the app to read basic company information of signed-in users."
"a154be20-db9c-4678-8ab7-66f6cc099a59","User.Read.All","Read all users' full profiles","Allows the app to read the full set of profile properties, reports, and managers of other users in your organization, on behalf of the signed-in user."
"b340eb25-3456-403f-be2f-af7a0d370277","User.ReadBasic.All","Read all users' basic profiles","Allows the app to read a basic set of profile properties of other users in your organization on behalf of the signed-in user. This includes display name, first and last name, email address and photo."
"b4e74841-8e56-480b-be8b-910348b18b4c","User.ReadWrite","Read and write access to user profile","Allows the app to read your profile. It also allows the app to update your profile information on your behalf."
"204e0828-b5ca-4ad8-b9f3-f32a958e7cc4","User.ReadWrite.All","Read and write all users' full profiles","Allows the app to read and write the full set of profile properties, reports, and managers of other users in your organization, on behalf of the signed-in user."
"fc30e98b-8810-4501-81f5-c20a3196387b","User.RevokeSessions.All","Revoke all sign in sessions for a user","Allow the app to revoke all sign in sessions for a user, on behalf of a signed-in user."
"47607519-5fb1-47d9-99c7-da4b48f369b1","UserActivity.ReadWrite.CreatedByApp","Read and write app activity to users' activity feed","Allows the app to read and report the signed-in user's activity in the app."
"1f6b61c5-2f65-4135-9c9f-31c0f8d32b52","UserAuthenticationMethod.Read","Read user authentication methods.","Allows the app to read the signed-in user's authentication methods, including phone numbers and Authenticator app settings. This does not allow the app to see secret information like the signed-in user's passwords, or to sign-in  or otherwise use the signed-in user's authentication methods."
"aec28ec7-4d02-4e8c-b864-50163aea77eb","UserAuthenticationMethod.Read.All","Read all users' authentication methods","Allows the app to read authentication methods of all users in your organization that the signed-in user has access to. Authentication methods include things like a user’s phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"48971fc1-70d7-4245-af77-0beb29b53ee2","UserAuthenticationMethod.ReadWrite","Read and write user authentication methods","Allows the app to read and write the signed-in user's authentication methods, including phone numbers and Authenticator app settings.                       This does not allow the app to see secret information like the signed-in user's passwords, or                      to sign-in or otherwise use the signed-in user's authentication methods.  "
"b7887744-6746-4312-813d-72daeaee7e2d","UserAuthenticationMethod.ReadWrite.All","Read and write all users' authentication methods."," Allows the app to read and write authentication methods of all users in your organization that the signed-in user has access to.                       Authentication methods include things like a user’s phone numbers and Authenticator app settings. This                      does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"14195339-1fe4-48a7-a0d3-a39eb9fd8958","UserAuthMethod-Passkey.Read.All","Read all users' passkey authentication methods","Allows the app to read passkey authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"64930478-d0ea-4671-ad72-fe0d9821df09","UserAuthMethod-Passkey.ReadWrite.All","Read and write all users' passkey methods.","Allows the app to read and write passkey authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"61e8a09a-087f-4e36-8c8c-1c77c5228017","UserCloudClipboard.Read","Read cloud clipboard items","Allows the app to read cloud clipboard data on behalf of the signed-in user."
"26e2f3e8-b2a1-47fc-9620-89bb5b042024","UserNotification.ReadWrite.CreatedByApp","Deliver and manage user's notifications","Allows the app to send, read, update and delete user’s notifications."
"834bcc1c-762f-41b0-bb91-1cdc323ee4bf","UserTeamwork.Read","Read user teamwork settings","Allows the app to read the teamwork settings of the signed-in user."
"367492fc-594d-4972-a9b5-0d58c622c91c","UserTimelineActivity.Write.CreatedByApp","Write app activity to users' timeline","Allows the app to report the signed-in user's app activity information to Microsoft Timeline."
"77e07bab-1b34-40a5-bb6c-4b197b3f6027","UserWindowsSettings.Read.All","Read windows settings for all devices","Allows the app to read a user's windows settings which are stored in cloud and their values on behalf of the signed-in user."
"dcb1026d-b7e1-4d31-9f61-6724d5140bf9","UserWindowsSettings.ReadWrite.All","Read and write windows settings for all devices","Allows the app to read and write a user's windows settings which are stored in cloud and their values on behalf of the signed-in user."
"604b2056-41ed-4c56-aad5-1241d4ef7333","VerifiedId-Profile.Read.All","Read Verified Id profiles","This role can read Verified Id profiles in a tenant."
"e4a9cb5e-4767-48f8-9029-decf26a54456","VerifiedId-Profile.ReadWrite.All","Read and write Verified Id profiles","This role can read and write Verified Id profiles in a tenant."
"27470298-d3b8-4b9c-aad4-6334312a3eac","VirtualAppointment.Read","Read a user's virtual appointments","Allows an application to read virtual appointments for the signed-in user. Only an organizer or participant user can read their virtual appointments.  "
"2ccc2926-a528-4b17-b8bb-860eed29d64c","VirtualAppointment.ReadWrite","Read and write a user's virtual appointments  ","Allows an application to read and write virtual appointments for the signed-in user. Only an organizer or participant user can read and write their virtual appointments. "
"20d02fff-a0ef-49e7-a46e-019d4a6523b7","VirtualAppointmentNotification.Send","Send notification regarding virtual appointments for the signed-in user","Allows an application to send notifications for virtual appointments for the signed-in user."
"6b616635-ae58-433a-a918-8c45e4f304dc","VirtualEvent.Read","Read your virtual events","Allows the app to read virtual events created by you"
"d38d189c-e29b-4344-8b3b-829bfa81380b","VirtualEvent.ReadWrite","Read and write your virtual events","Allows the app to read and write virtual events for you"
"11776c0c-6138-4db3-a668-ee621bea2555","WindowsUpdates.ReadWrite.All","Read and write all Windows update deployment settings","Allows the app to read and write all Windows update deployment settings for the organization on behalf of the signed-in user."
"f1ccd5a7-6383-466a-8db8-1a656f7d06fa","WorkforceIntegration.Read.All","Read workforce integrations","Allows the app to read workforce integrations, to synchronize data from Microsoft Teams Shifts, on behalf of the signed-in user."
"08c4b377-0d23-4a8b-be2a-23c1c1d88545","WorkforceIntegration.ReadWrite.All","Read and write workforce integrations","Allows the app to manage workforce integrations, to synchronize data from Microsoft Teams Shifts, on behalf of the signed-in user."
